0 -7.557686141025
1 -7.612293110526
2 -7.656007020834
3 -7.665930162199
4 -7.677147566150
5 -7.688744213153
0 -7.557686141025
1 -7.612293110526
2 -7.656007020834
3 -7.665930162199
4 -7.677147566150
5 -7.688744213153
6 -7.700226332420
7 -7.711060051334
8 -7.723040157268
9 -7.726685200531
10 -7.730114449195
11 -7.732061549316
12 -7.733953129320
13 -7.735794031044
14 -7.737066302901
15 -7.738769606203
16 -7.740769598371
17 -7.742559698390
18 -7.744096997697
19 -7.745331216443
20 -7.746761780980
21 -7.748350166849
22 -7.749625504896
23 -7.751045003208
24 -7.752090404505
25 -7.753696910196
26 -7.754395275063
27 -7.754962384699
28 -7.755590270422
29 -7.755935270045
30 -7.755947222508
31 -7.756301538091
32 -7.756329757175
33 -7.756340100951
34 -7.756353396191
35 -7.756825494166
36 -7.757118492856
37 -7.757140623572
38 -7.757167374251
39 -7.757192599012
40 -7.757475818339
41 -7.757493941209
42 -7.757515850282
43 -7.757781806817
44 -7.757974265146
45 -7.757990980705
46 -7.758005517184
47 -7.758021701400
48 -7.758039101872
49 -7.758059595152
50 -7.758074912472
0 -7.557686141025
1 -7.612293110526
2 -7.656007020834
3 -7.665930162199
4 -7.677147566150
5 -7.688744213153
6 -7.700226332420
7 -7.711060051334
8 -7.723040157268
9 -7.726685200531
10 -7.730114449195
11 -7.732061549316
12 -7.733953129320
13 -7.735794031044
14 -7.737066302901
15 -7.738769606203
16 -7.740769598371
17 -7.742559698390
18 -7.744096997697
19 -7.745331216443
20 -7.746761780980
21 -7.748350166849
22 -7.749625504896
23 -7.751045003208
24 -7.752090404505
25 -7.753696910196
26 -7.754395275063
27 -7.754962384699
28 -7.755590270422
29 -7.755935270045
30 -7.755947222508
31 -7.756301538091
32 -7.756329757175
33 -7.756340100951
34 -7.756353396191
35 -7.756825494166
36 -7.757118492856
37 -7.757140623572
38 -7.757167374251
39 -7.757192599012
40 -7.757475818339
41 -7.757493941209
42 -7.757515850282
43 -7.757781806817
44 -7.757974265146
45 -7.757990980705
46 -7.758005517184
47 -7.758021701400
48 -7.758039101872
49 -7.758059595152
50 -7.758074912472
