(-6.12843e-14,-1.66533e-16)
(-1.32866,6.52256e-16)
(-0.871615,3.21271e-15)
(-0.161616,1.50252e-15)
(0.519277,1.57785e-15)
(1.05662,1.47877e-15)
(1.40263,6.27721e-16)
(1.58489,1.22125e-15)
(1.54003,-1.15186e-15)
(13.4715,-7.40888e-15)
(5.68574,-7.7456e-15)
(1.68671,-7.64275e-16)
(0.112644,-5.08893e-15)
(0.0664501,-3.79415e-16)
(1.37765,5.14349e-15)
(3.88173,-2.26977e-15)
(8.27756,-2.93515e-15)
(15.0174,-1.98761e-14)
(8.83746,-1.94932e-14)
(2.76866,-2.06831e-14)
(-1.99805,-5.48073e-15)
(-5.05611,-8.33411e-15)
(-4.3314,1.45073e-15)
(-0.247206,1.7719e-15)
(4.86685,-6.09619e-15)
(10.4359,-1.46966e-14)
(13.0319,-2.96884e-14)
(1.63866,-1.79614e-15)
(-4.07081,-1.71081e-15)
(-10.6014,9.1524e-15)
(-13.9415,-1.9312e-15)
(-9.37024,4.53869e-15)
(-2.40427,-1.31203e-15)
(3.08029,-1.12991e-15)
(6.333,-4.49192e-15)
(5.74247,-1.19367e-14)
(-5.26505,-3.64727e-16)
(-11.8437,-1.95938e-16)
(-18.275,1.59762e-14)
(-17.7387,3.01968e-15)
(-10.6755,5.89423e-15)
(-4.09281,-3.4697e-15)
(-0.191019,-1.80589e-16)
(0.89676,-5.9058e-15)
(-0.923465,-9.37961e-15)
(-10.7133,3.67607e-15)
(-17.0998,9.3367e-15)
(-20.2058,2.48414e-14)
(-16.5747,1.25601e-14)
(-9.99896,7.96096e-15)
(-4.99582,-1.06989e-15)
(-2.66047,4.61199e-15)
(-2.88333,5.72742e-16)
(-5.57641,-2.56532e-15)
(-14.2215,1.68512e-15)
(-19.5717,4.01452e-15)
(-19.5882,1.28716e-14)
(-14.2063,-1.70786e-16)
(-8.21617,-3.68469e-17)
(-4.52206,-7.26288e-15)
(-3.38992,2.0545e-16)
(-4.612,-2.53371e-15)
(-8.30576,-3.74522e-15)
(-16.0695,6.60769e-15)
(-20.4908,1.06633e-14)
(-16.8564,1.47511e-14)
(-10.0198,1.53399e-15)
(-5.12296,2.42363e-16)
(-2.84512,-6.62913e-15)
(-2.70187,2.9069e-15)
(-4.65473,2.0331e-15)
(-9.22098,4.58352e-15)
(-15.6146,1.59298e-14)
(-16.9264,1.58363e-14)
(-9.42181,7.34235e-15)
(-4.33206,-3.84093e-15)
(-1.71732,-5.41606e-15)
(-0.716961,-6.40827e-15)
(-1.00524,3.0603e-15)
(-2.88967,5.4054e-15)
(-7.44089,1.15355e-14)
(-12.1429,4.70598e-15)
(-6.30787,9.31744e-15)
(-2.07615,5.54272e-15)
(0.667248,5.08126e-15)
(2.1817,1.92976e-15)
(1.97068,-4.67055e-15)
(0.1349,1.23033e-15)
(-3.73545,5.51909e-16)
(-10.6114,1.0957e-14)
(0.622128,-5.7583e-16)
(2.98428e-13,-1.18259e-16)
(0.201575,3.35206e-15)
(1.10028,-1.03263e-15)
(2.03172,-6.27223e-16)
(2.34125,-2.43571e-15)
(2.49477,-5.9419e-16)
(2.57706,-2.5726e-15)
(1.93812,-4.37068e-15)
(1.18001,-1.57814e-14)
(-2.04381,-1.05904e-14)
(-6.11478,4.13665e-15)
(-8.46478,2.18127e-15)
(-4.10567,4.20598e-15)
(0.27964,-3.43418e-15)
(3.08875,-4.79889e-15)
(4.61078,-1.28023e-14)
(3.82298,-1.90942e-14)
(-3.83666,3.43406e-15)
(-11.1559,6.3978e-15)
(-22.3579,2.66721e-14)
(-21.0931,7.94978e-15)
(-9.07962,8.57929e-15)
(-2.09293,-6.3986e-15)
(1.17434,-1.18477e-16)
(1.89659,-4.76396e-15)
(0.146996,-1.10549e-14)
(-10.9507,1.02481e-15)
(-20.6,9.59189e-15)
(-26.7017,3.5068e-14)
(-19.3442,1.22151e-14)
(-9.5795,9.31529e-15)
(-3.92572,-8.41942e-15)
(-1.64913,4.3103e-16)
(-1.99671,-8.2275e-15)
(-4.88783,-1.03409e-14)
(-16.8494,5.74601e-15)
