(5.9508e-14,-1.96371e-15)
(14.7885,-7.93809e-15)
(9.70139,-2.2024e-14)
(1.79885,-1.66533e-16)
(-5.77975,-3.53851e-15)
(-11.7606,5.24209e-15)
(-15.6117,-1.44502e-15)
(-17.6404,8.06993e-15)
(-17.1411,1.51545e-14)
(-6.24358,2.87924e-15)
(4.00103,-5.51692e-15)
(2.33638,-1.89664e-14)
(-4.36515,2.37954e-15)
(-12.6064,1.94725e-15)
(-18.6607,1.06804e-14)
(-22.185,4.54126e-15)
(-24.738,1.14762e-14)
(-23.3688,2.10369e-14)
(-4.09586,7.80318e-15)
(0.798848,3.33811e-15)
(-1.40602,-3.86948e-15)
(-9.44922,1.28583e-14)
(-17.8614,1.47645e-14)
(-21.3777,2.78207e-14)
(-22.5558,1.5755e-14)
(-21.6511,2.23474e-14)
(-14.6839,1.52258e-14)
(-0.759461,-1.1588e-15)
(1.57981,-5.15403e-15)
(-1.56894,-7.4444e-15)
(-9.81058,2.07968e-15)
(-15.4843,2.21871e-15)
(-16.7463,1.06127e-14)
(-16.1974,-3.96467e-16)
(-12.9165,2.46626e-15)
(-6.66205,-2.15298e-15)
(2.44017,-2.95049e-15)
(4.31877,-2.00046e-15)
(1.95338,-2.49263e-15)
(-3.59215,6.33982e-15)
(-7.51231,5.66436e-15)
(-9.15468,1.18445e-14)
(-8.66019,2.44313e-15)
(-5.7642,1.87282e-15)
(-1.49322,-4.55164e-15)
(4.96523,-4.99666e-15)
(7.59704,2.25383e-15)
(6.98492,-5.0909e-15)
(3.39084,2.04734e-16)
(-0.761647,-4.58372e-15)
(-3.51554,1.114e-15)
(-3.84989,-8.75168e-15)
(-1.9884,-9.29405e-15)
(1.23849,-1.00335e-14)
(6.59116,-8.18789e-16)
(11.144,-1.97915e-15)
(12.1965,-1.03469e-14)
(8.36804,6.68127e-16)
(2.74408,-1.09395e-15)
(-1.20444,6.06449e-15)
(-2.38547,-2.78341e-16)
(-1.21616,5.39898e-15)
(1.9112,4.49832e-15)
(7.44765,-4.11169e-15)
(16.1437,-7.11286e-15)
(17.133,-2.19155e-14)
(10.322,-6.36346e-15)
(2.79023,-8.67219e-15)
(-2.04269,2.90474e-15)
(-3.93059,-6.53322e-15)
(-3.27552,-5.76609e-16)
(0.237495,3.38147e-16)
(7.23683,-7.71565e-15)
(22.0254,-2.48338e-14)
(17.2243,-3.33667e-14)
(7.65455,-9.6515e-15)
(-0.365094,-1.01015e-14)
(-5.66712,4.17702e-15)
(-8.46332,-6.42864e-15)
(-8.75972,2.68603e-15)
(-5.23613,4.77582e-15)
(-8.54488,5.3054e-15)
(2.92348,-4.69269e-15)
(1.9983,-1.84649e-14)
(-4.31533,1.97065e-15)
(-12.4164,9.39438e-16)
(-18.6074,9.16237e-15)
(-22.5216,4.18243e-15)
(-25.8173,1.36426e-14)
(-25.6714,2.50201e-14)
(-6.92451,9.63922e-15)
(-8.11795e-13,-2.66576e-15)
(-2.24361,-1.19557e-14)
(-12.2465,5.22775e-15)
(-22.6138,1.15195e-14)
(-26.059,2.25192e-14)
(-27.7677,1.35046e-14)
(-28.6837,2.27058e-14)
(-21.572,2.32751e-14)
(-2.62892,1.15167e-14)
(0.947235,4.62682e-15)
(-4.30295,1.17812e-15)
(-20.7165,2.65666e-14)
(-26.8948,3.33533e-14)
(-24.9724,4.15279e-14)
(-23.703,2.3274e-14)
(-19.9807,2.6046e-14)
(-11.3226,1.19915e-14)
(2.08502,2.46357e-15)
(5.17037,-2.63916e-15)
(-0.973366,-4.67681e-15)
(-14.8431,6.94235e-15)
(-17.2942,1.07371e-14)
(-16.4388,1.68334e-14)
(-14.62,5.59224e-15)
(-10.1727,7.15471e-15)
(-3.81831,-2.11347e-16)
(6.24565,-8.98566e-16)
(9.54738,-3.95676e-15)
(5.21573,-8.01281e-15)
(-2.70753,5.26625e-15)
(-6.74106,5.01283e-15)
(-8.11455,1.32912e-14)
(-7.11952,1.50832e-15)
(-3.85241,2.55124e-15)
(0.900121,-2.49387e-15)
(8.13726,-9.22793e-15)
(11.0019,-8.33147e-15)
(8.6945,-1.5495e-14)
(3.58009,-1.0955e-14)
(-0.955542,-1.11732e-14)
(-3.39539,-3.26992e-15)
(-3.33204,-1.24757e-14)
(-1.0707,-1.11698e-14)
(3.06451,-1.20955e-14)
(7.73082,-3.03092e-15)
(11.7233,-6.37642e-15)
(10.9101,-1.37968e-14)
(6.04146,-9.9276e-16)
(0.851425,6.17227e-16)
(-2.31477,8.06473e-15)
(-3.06234,-1.43571e-15)
(-1.50091,1.99463e-15)
(2.37236,2.76955e-16)
(5.20045,-3.96876e-15)
(12.11,-9.76996e-15)
(11.086,-2.12012e-14)
(5.21977,-6.60038e-15)
(-0.578798,-8.32574e-15)
(-4.49262,2.49349e-15)
(-6.26359,-5.38797e-15)
(-5.67187,1.0752e-15)
(-2.09651,9.702e-16)
(-1.32101,2.71895e-15)
(9.10754,-1.09214e-14)
(7.42128,-2.32983e-14)
(1.42752,-1.04141e-14)
(-4.90473,-1.23891e-14)
(-10.0311,4.88425e-16)
(-13.2708,-2.08698e-15)
(-14.526,1.09695e-14)
(-12.4908,1.96962e-14)
(-5.60554,1.23263e-14)
(0.292542,9.35562e-15)
(-1.02735,-2.26852e-15)
(-8.39664,1.27016e-14)
(-16.8033,1.28762e-14)
(-20.9912,2.4328e-14)
(-23.0621,1.48518e-14)
(-23.1646,2.30572e-14)
(-16.7717,2.07211e-14)
(-2.79715,1.60204e-14)
(1.29637,6.59268e-15)
(-3.14408,2.84255e-15)
(-18.8759,2.6545e-14)
(-25.7322,3.28661e-14)
(-24.6223,4.04041e-14)
(-23.874,2.31499e-14)
(-20.4826,2.9016e-14)
(-11.8227,1.51368e-14)
(2.43337,7.91608e-15)
(7.44703,-1.06667e-15)
(-5.25358e-13,2.51579e-15)
(-24.5801,4.81311e-14)
(-22.464,4.39168e-14)
(-19.7086,4.15749e-14)
(-17.4121,2.03407e-14)
(-12.3333,1.58621e-14)
(-4.85015,4.99673e-15)
(9.10333,1.02669e-15)
(17.6889,-1.1924e-14)
(10.3775,-1.60903e-14)
(-7.97576,1.05139e-14)
(-11.3928,1.40053e-14)
(-11.527,2.05357e-14)
(-9.59403,5.42122e-15)
(-5.21877,7.91605e-15)
(1.05733,3.16192e-15)
(12.6818,-8.90755e-15)
(17.003,-1.79861e-14)
(9.48414,-1.63269e-14)
(0.340652,6.57238e-16)
(-4.05173,3.13565e-15)
(-5.43642,1.17771e-14)
(-4.32627,4.85515e-16)
(-0.891489,3.26287e-15)
(4.94358,-4.90271e-15)
(10.9029,-1.65299e-14)
(12.244,-1.69344e-14)
(8.32083,-1.75527e-14)
(3.11204,-1.55307e-14)
(-0.794569,-1.06328e-14)
(-2.62084,-2.77528e-15)
(-2.22359,-1.16409e-14)
(0.502796,-1.07669e-14)
(5.51409,-1.66383e-14)
(7.06308,-3.11347e-15)
(9.17658,-6.63558e-15)
(7.35127,-9.24832e-15)
(3.30136,-3.09759e-16)
(-0.510105,3.28856e-16)
(-2.83776,5.97429e-15)
(-3.24673,5.46961e-16)
(-1.38976,3.11465e-15)
(2.57763,-1.11464e-15)
(1.78781,1.34628e-16)
(5.99728,-3.64342e-15)
(5.20703,-9.48497e-15)
(1.43271,-4.29215e-16)
(-2.80131,-3.44813e-15)
(-6.1361,4.34561e-15)
(-7.76385,-2.21731e-15)
(-7.19167,2.91224e-15)
(-3.96618,2.68474e-15)
(-3.94397,1.66201e-14)
(2.35049,1.15394e-14)
(2.0477,-4.92759e-16)
(-2.26224,-2.64407e-16)
(-8.02258,7.47141e-16)
(-12.7725,1.33822e-14)
(-15.5696,1.21313e-14)
(-16.3546,2.38853e-14)
(-12.9795,2.82535e-14)
(-1.03939,1.27772e-15)
(2.28013,-4.99202e-15)
(0.345886,-1.16544e-14)
(-7.1684,-6.23237e-16)
(-13.5661,1.51593e-15)
(-16.0495,1.07773e-14)
(-16.4871,2.71836e-16)
(-13.8385,3.68854e-15)
(-7.57895,8.5658e-16)
(2.73552,3.85453e-15)
(7.0761,-4.0816e-15)
(3.02752,-1.01006e-14)
(-10.8456,3.73942e-15)
(-15.3988,6.35626e-15)
(-15.8025,1.71909e-14)
(-14.5952,2.64591e-15)
(-10.3479,8.55779e-15)
(-3.78336,8.4675e-16)
(9.96558,-3.87394e-15)
(19.8492,-1.83665e-14)
(14.2025,-2.42179e-14)
(-5.82773,6.99373e-15)
(-10.5464,1.28214e-14)
(-11.1947,2.04454e-14)
(-9.45216,3.09847e-15)
(-5.07284,5.13096e-15)
(1.4012,1.34003e-15)
(16.979,-5.95713e-16)
(25.6887,-8.23077e-15)
(13.8035,-1.52117e-14)
(1.20015e-12,-2.00267e-16)
(-4.95873,5.1924e-15)
(-6.11915,1.54578e-14)
(-4.63302,8.3275e-16)
(-0.601985,6.10608e-15)
(6.42067,-1.3401e-15)
(15.857,-5.74569e-15)
(16.5103,-1.03308e-14)
(8.92192,-1.0823e-14)
(2.09354,-2.31786e-15)
(-1.58643,2.32239e-16)
(-2.78603,8.938e-15)
(-1.67715,-1.71814e-15)
(2.02209,5.40553e-16)
(8.58904,-7.01377e-15)
(10.4553,-7.19796e-15)
(10.0319,-4.12276e-15)
(6.48091,-3.53047e-15)
(2.58346,-5.77485e-15)
(-0.279038,-5.77454e-15)
(-1.57768,-7.83196e-16)
(-0.941467,-9.26694e-15)
(2.02462,-9.11144e-15)
(6.76247,-1.35362e-14)
(5.43109,9.94219e-16)
(6.29301,-2.60757e-15)
(4.7398,-5.53724e-15)
(1.95602,-3.05311e-16)
(-0.769164,-3.76292e-16)
(-2.56812,5.41217e-15)
(-2.7301,2.95097e-16)
(-0.857326,2.18424e-15)
(2.44522,-9.99699e-16)
(0.973693,3.70342e-15)
(3.44386,8.29216e-16)
(2.91233,-6.08282e-15)
(0.254154,-1.80358e-15)
(-3.1792,-3.92691e-15)
(-6.00699,2.38283e-15)
(-7.20358,-2.2995e-15)
(-6.30554,3.434e-15)
(-3.20557,2.76231e-15)
(-1.64211,1.17467e-14)
(1.78185,9.96343e-15)
(1.22427,-7.46373e-16)
(-2.71076,-7.71855e-16)
(-7.80936,1.58464e-16)
(-11.4586,8.39374e-15)
(-13.0636,4.1198e-15)
(-12.1088,1.20602e-14)
(-7.64132,1.35662e-14)
(3.33958,1.36197e-15)
(6.36075,-1.84596e-15)
(5.17961,-5.07824e-15)
(-0.372699,3.91093e-15)
(-5.4891,3.17155e-15)
(-8.27853,9.75307e-15)
(-8.48745,1.23996e-16)
(-5.83173,1.75527e-15)
(-1.3047,-1.06215e-15)
(8.09759,5.94179e-17)
(13.0664,-5.09658e-15)
(9.89177,-1.23882e-14)
(0.783935,2.51538e-15)
(-4.92556,3.09345e-15)
(-7.28484,1.28639e-14)
(-6.71154,5.94111e-16)
(-3.4348,2.5433e-15)
(1.75696,-8.08764e-16)
(14.8499,-1.27116e-14)
(20.5165,-2.45497e-14)
(12.9799,-2.33851e-14)
(2.47086,-2.94939e-15)
(-2.96052,2.25115e-15)
(-4.85131,1.21426e-14)
(-3.88378,-4.25281e-16)
(-0.289731,4.37582e-16)
(6.06757,-4.61903e-15)
(17.1583,-4.65459e-15)
(18.1064,-1.02004e-14)
(10.2058,-1.06018e-14)
(2.86519,-3.04966e-15)
(-1.15918,-4.80087e-17)
(-2.51045,9.00813e-15)
(-1.3974,-1.5687e-15)
(2.46247,1.01273e-15)
(9.3812,-7.22831e-15)
(13.0014,-6.70517e-15)
(11.6666,-7.99292e-15)
(7.01226,-4.95955e-15)
(2.74561,-1.93449e-15)
(-3.7409e-13,1.33793e-17)
(-0.997059,5.76721e-15)
(0.073038,-1.82028e-15)
(3.64643,-2.75392e-15)
(9.08817,-1.04604e-14)
(8.12182,-1.41456e-15)
(7.45705,7.9163e-16)
(5.13798,2.93788e-17)
(2.51517,-1.15379e-15)
(0.420951,-1.24264e-15)
(-0.5846,1.76725e-15)
(0.0896107,-4.78066e-15)
(2.70216,-4.98712e-15)
(6.14957,-8.62773e-15)
(4.49552,9.56455e-16)
(4.98795,-4.71382e-16)
(3.97633,-1.77646e-15)
(2.06722,1.37137e-15)
(-0.0308361,8.93715e-16)
(-1.52306,4.7635e-15)
(-1.59062,1.34177e-15)
(0.0169722,1.60406e-15)
(2.51055,-7.84357e-16)
(2.10548,4.44302e-15)
(3.6554,3.95111e-15)
(3.30001,7.84872e-16)
(1.28585,3.18922e-15)
(-1.5395,1.61751e-15)
(-3.87692,5.17528e-15)
(-4.67557,5.09485e-16)
(-3.51233,3.65314e-15)
(-0.790483,2.90122e-15)
(1.54635,1.16984e-14)
(3.78293,1.03904e-14)
(3.37375,6.42106e-16)
(0.22246,4.47831e-15)
(-3.83696,4.58423e-15)
(-6.77642,1.1631e-14)
(-7.67734,5.39877e-15)
(-6.01893,1.03655e-14)
(-2.31794,9.55328e-15)
(6.79535,-2.02191e-15)
(10.5234,-5.80588e-16)
(10.4747,-7.36451e-15)
(6.29097,-1.16697e-15)
(1.03286,-4.45534e-15)
(-2.56874,9.87396e-16)
(-3.314,-8.59718e-15)
(-1.4426,-6.59392e-15)
(2.21265,-5.67776e-15)
(11.0104,-1.00319e-14)
(15.0571,-1.09826e-14)
(12.7284,-2.00884e-14)
(6.40686,-1.08245e-14)
(0.657501,-9.62621e-15)
(-2.48094,-3.22656e-16)
(-2.6273,-1.18438e-14)
(-0.134334,-9.60553e-15)
(4.71907,-1.05978e-14)
(14.0063,-1.87822e-14)
(15.9278,-2.22421e-14)
(11.3878,-2.17554e-14)
(5.04609,-1.65025e-14)
(0.298449,-1.10868e-14)
(-1.915,-2.27109e-15)
(-1.50843,-1.10989e-14)
(1.62459,-1.11759e-14)
(7.49195,-1.6223e-14)
(12.6587,-8.13639e-15)
(12.2224,-6.6976e-15)
(8.0827,-6.11361e-15)
(3.53569,-9.34071e-15)
(0.27086,-8.32526e-15)
(-1.15278,-3.61489e-15)
(-0.379874,-1.01379e-14)
(3.00029,-1.04265e-14)
(8.39171,-1.39167e-14)
(9.04018,-4.60799e-15)
(8.24038,-2.96681e-15)
(5.64588,-2.75985e-15)
(2.78948,-3.9467e-15)
(0.576108,-4.75392e-15)
(-0.427156,-1.36007e-15)
(0.370867,-6.60249e-15)
(3.22029,-8.40476e-15)
(6.94116,-1.06467e-14)
(6.08428,3.12184e-15)
(5.87633,5.32941e-15)
(4.53583,3.06943e-15)
(2.73046,7.53866e-16)
(1.01176,-2.00809e-15)
(5.77038e-13,-1.05144e-15)
(0.402693,-5.80666e-15)
(2.33113,-5.46071e-15)
(4.71809,-3.77878e-15)
(4.22898,2.84688e-15)
(4.83076,3.46165e-15)
(4.4134,1.72497e-15)
(3.12598,2.38545e-15)
(1.32865,-4.40924e-16)
(-0.170014,1.92694e-15)
(-0.435984,-1.16549e-15)
(0.76236,-1.27442e-16)
(2.67158,4.16026e-16)
(3.49123,3.99661e-15)
(5.00138,7.67114e-15)
