(6.93685,2.44162e-16)
(10.5633,4.78784e-16)
(11.7201,-1.71738e-15)
(9.78437,1.66035e-16)
(8.6679,4.94156e-16)
(8.64556,2.24429e-15)
(9.73308,7.38445e-17)
(11.6671,-4.68375e-16)
(10.5143,-2.70617e-16)
(10.5633,4.56108e-16)
(12.419,-3.95766e-16)
(11.3057,-7.21329e-16)
(10.1438,1.87532e-16)
(9.74788,1.01106e-15)
(10.0899,5.00228e-16)
(11.2391,-1.16776e-15)
(12.3565,-1.76201e-15)
(10.5288,-2.81216e-16)
(11.7201,-1.62878e-15)
(11.3057,-1.09263e-15)
(10.8084,5.9296e-16)
(10.5218,-7.97786e-16)
(10.4532,-1.67656e-15)
(10.699,-2.51165e-15)
(11.2074,-3.37325e-15)
(11.6469,-3.44086e-15)
(11.6,-2.7771e-15)
(9.78437,2.66151e-16)
(10.1438,2.08665e-16)
(10.5218,-5.42746e-16)
(10.4754,-4.37649e-16)
(10.3604,-3.85847e-16)
(9.98485,-1.73286e-16)
(9.64612,1.92012e-16)
(9.54991,3.99291e-16)
(9.61187,9.59191e-16)
(8.6679,6.63536e-16)
(9.74788,6.2475e-16)
(10.4532,-1.65264e-15)
(10.3604,-4.70168e-16)
(9.57248,-1.07642e-15)
(8.48274,-2.25064e-16)
(7.73879,3.37949e-17)
(7.54775,1.00541e-15)
(7.87654,1.84742e-15)
(8.64556,2.59065e-15)
(10.0899,5.52282e-16)
(10.699,-2.9687e-15)
(9.98485,-2.81261e-16)
(8.48274,-2.92309e-16)
(7.13755,2.53526e-15)
(6.46013,2.60695e-15)
(6.53342,4.25476e-15)
(7.30295,5.19892e-15)
(9.73308,-4.36727e-17)
(11.2391,-1.04133e-15)
(11.2074,-4.02998e-15)
(9.64612,1.76444e-16)
(7.73879,-1.82755e-16)
(6.46013,2.22155e-15)
(6.06726,1.85062e-17)
(6.54749,1.165e-15)
(7.85452,1.30289e-15)
(11.6671,-7.99832e-16)
(12.3565,-1.66211e-15)
(11.6469,-4.18731e-15)
(9.54991,5.15026e-16)
(7.54775,1.29059e-15)
(6.53342,4.62758e-15)
(6.54749,1.20137e-15)
(7.58073,2.20877e-15)
(9.58411,1.36852e-16)
(10.5143,-3.72841e-16)
(10.5288,-2.33939e-16)
(11.6,-2.74118e-15)
(9.61187,5.95566e-16)
(7.87654,2.06066e-15)
(7.30295,5.66496e-15)
(7.85452,1.18957e-15)
(9.58411,1.66069e-16)
(11.579,-3.54732e-15)
(10.5633,6.57548e-16)
(12.419,-4.11352e-17)
(11.3057,-8.7664e-16)
(10.1438,-3.31999e-17)
(9.74788,5.27511e-16)
(10.0899,4.83698e-16)
(11.2391,-3.66951e-16)
(12.3565,-1.81673e-15)
(10.5288,-3.91336e-16)
(12.419,-5.35656e-16)
(12.2465,-1.90686e-16)
(11.6735,8.40808e-17)
(11.2061,-8.09675e-16)
(11.1067,-1.01782e-15)
(11.5418,-2.26749e-15)
(12.1459,-3.08606e-15)
(12.3399,-3.48006e-15)
(11.7899,-1.41685e-15)
(11.3057,-7.37215e-16)
(11.6735,-1.28868e-16)
(11.5245,-1.07828e-15)
(10.3841,-1.63563e-15)
(11.1721,-3.81212e-15)
(11.4764,-5.63804e-15)
(11.1747,-4.69422e-15)
(11.0447,-3.25769e-15)
(11.1064,-1.55682e-15)
(10.1438,2.52863e-16)
(11.2061,-4.77787e-16)
(10.3841,-1.11047e-15)
(10.035,-5.59079e-16)
(10.8627,-1.48105e-15)
(9.94866,-1.54699e-15)
(9.09,-8.30672e-16)
(8.87172,3.62818e-16)
(9.22564,1.08009e-15)
(9.74788,1.26731e-15)
(11.1067,-5.0722e-16)
(11.1721,-3.57718e-15)
(10.8627,-1.46221e-15)
(9.5342,-2.10962e-15)
(8.01991,5.52746e-16)
(7.25732,2.74308e-16)
(7.34303,1.90588e-15)
(8.20557,2.38072e-15)
(10.0899,9.6879e-16)
(11.5418,-1.76475e-15)
(11.4764,-5.29547e-15)
(9.94866,-1.21707e-15)
(8.01991,4.12962e-16)
(6.71163,4.96274e-15)
(6.32956,3.57384e-15)
(6.84584,5.21454e-15)
(8.19125,4.36365e-15)
(11.2391,-8.78078e-16)
(12.1459,-3.27702e-15)
(11.1747,-4.87968e-15)
