0  1  -9.937373
0  2 -10.077695
0  3  -9.848939
0  4  -9.716088
1  2  -9.672887
1  3  -9.379942
1  4  -9.403196
2  3  -9.391003
2  4  -9.308663
3  4  -9.171542
