-0.0079 0.0063
0.7326 0.0078
0.7422 0.0073
1.1370 0.0085
0.9144 0.0067
0.8332 0.0067
1.1241 0.0075
0.7283 0.0067
0.4353 0.0059
0.8686 0.0085
0.4719 0.0068
0.5495 0.0069
2.3841 0.0074
1.3884 0.0110
1.6600 0.0090
1.2596 0.0091
2.0781 0.0102
1.2430 0.0070
1.2523 0.0079
1.0305 0.0091
1.9169 0.0099
4.3180 0.0147
2.1377 0.0106
4.6550 0.0161
4.9177 0.0618
2.5760 0.0112
4.8973 0.0175
2.6232 0.0112
1.2076 0.0069
2.0330 0.0110
2.8317 0.0103
2.8955 0.0181
2.6260 0.0140
2.0491 0.0100
2.7078 0.0117
1.9208 0.0170
2.1029 0.0180
2.5625 0.0120
2.3385 0.0108
5.6573 0.0225
2.0728 0.0103
2.2755 0.0108
0.6271 0.0099
1.2764 0.0088
2.3157 0.0100
1.4716 0.0079
5.3473 0.0244
5.1240 0.0153
1.6001 0.0082
1.2613 0.0078
