 
                            LocalEnergy               Variance           ratio 
hse-0/dmc/hse-0-dmc  series 0  -45.131317 +/- 0.001012    1.0   1.284666 +/- 0.009501    1.1   0.0285 
hse-0/dmc/hse-0-dmc  series 1  -45.274664 +/- 0.002374    1.9   1.235428 +/- 0.007187    1.0   0.0273 
hse-0/dmc/hse-0-dmc  series 2  -45.281847 +/- 0.001473    2.3   1.240378 +/- 0.002551    1.0   0.0274 
 
hse-100/dmc/hse-100-dmc  series 0  -45.117995 +/- 0.001199    1.3   1.243804 +/- 0.004116    1.0   0.0276 
hse-100/dmc/hse-100-dmc  series 1  -45.267953 +/- 0.001678    1.0   1.281124 +/- 0.013338    1.3   0.0283 
hse-100/dmc/hse-100-dmc  series 2  -45.277165 +/- 0.001758    2.8   1.265600 +/- 0.003551    1.6   0.0280 
 
hse-11/dmc/hse-11-dmc  series 0  -45.134602 +/- 0.000855    1.0   1.257931 +/- 0.006468    1.0   0.0279 
hse-11/dmc/hse-11-dmc  series 1  -45.279170 +/- 0.002219    2.5   1.222638 +/- 0.004180    1.0   0.0270 
hse-11/dmc/hse-11-dmc  series 2  -45.278599 +/- 0.001311    1.9   1.223810 +/- 0.003174    1.0   0.0270 
 
hse-22/dmc/hse-22-dmc  series 0  -45.137507 +/- 0.000964    1.0   1.241606 +/- 0.006216    1.1   0.0275 
hse-22/dmc/hse-22-dmc  series 1  -45.280371 +/- 0.001741    1.8   1.217489 +/- 0.009180    1.5   0.0269 
hse-22/dmc/hse-22-dmc  series 2  -45.281045 +/- 0.001408    2.6   1.215098 +/- 0.002761    1.0   0.0268 
 
hse-33/dmc/hse-33-dmc  series 0  -45.138723 +/- 0.000980    1.1   1.224490 +/- 0.004061    1.0   0.0271 
hse-33/dmc/hse-33-dmc  series 1  -45.276195 +/- 0.001949    1.7   1.213800 +/- 0.012925    1.3   0.0268 
hse-33/dmc/hse-33-dmc  series 2  -45.281822 +/- 0.003008    6.2   1.217719 +/- 0.003906    1.2   0.0269 
 
hse-44/dmc/hse-44-dmc  series 0  -45.138788 +/- 0.001056    1.0   1.217805 +/- 0.004780    1.0   0.0270 
hse-44/dmc/hse-44-dmc  series 1  -45.277674 +/- 0.002413    4.0   1.207489 +/- 0.003276    1.0   0.0267 
hse-44/dmc/hse-44-dmc  series 2  -45.281295 +/- 0.001529    2.1   1.218229 +/- 0.003097    1.0   0.0269 
 
hse-56/dmc/hse-56-dmc  series 0  -45.136352 +/- 0.001136    1.3   1.219341 +/- 0.007761    1.5   0.0270 
hse-56/dmc/hse-56-dmc  series 1  -45.277078 +/- 0.002439    1.4   1.207192 +/- 0.004657    1.1   0.0267 
hse-56/dmc/hse-56-dmc  series 2  -45.278649 +/- 0.002057    3.1   1.213288 +/- 0.003115    1.0   0.0268 
 
hse-67/dmc/hse-67-dmc  series 0  -45.133680 +/- 0.000961    1.1   1.220575 +/- 0.004289    1.0   0.0270 
hse-67/dmc/hse-67-dmc  series 1  -45.279645 +/- 0.001812    2.1   1.229967 +/- 0.006685    1.4   0.0272 
hse-67/dmc/hse-67-dmc  series 2  -45.275921 +/- 0.001694    1.9   1.221589 +/- 0.005791    3.0   0.0270 
 
hse-78/dmc/hse-78-dmc  series 0  -45.128794 +/- 0.001134    1.0   1.218096 +/- 0.003433    1.0   0.0270 
hse-78/dmc/hse-78-dmc  series 1  -45.276035 +/- 0.002304    3.1   1.227297 +/- 0.005069    1.8   0.0271 
hse-78/dmc/hse-78-dmc  series 2  -45.281702 +/- 0.002933    2.1   1.234357 +/- 0.005236    1.8   0.0273 
 
hse-89/dmc/hse-89-dmc  series 0  -45.124060 +/- 0.001021    1.0   1.232982 +/- 0.004511    1.0   0.0273 
hse-89/dmc/hse-89-dmc  series 1  -45.275300 +/- 0.002599    3.6   1.249521 +/- 0.005166    1.5   0.0276 
hse-89/dmc/hse-89-dmc  series 2  -45.277042 +/- 0.002528    4.1   1.250578 +/- 0.003358    1.4   0.0276 
