0 -7.586804772112
1 -7.639440325142
2 -7.682335293008
3 -7.694530365951
4 -7.707392434643
5 -7.718967374593
6 -7.730853986263
7 -7.743357081307
8 -7.755839699019
9 -7.762359747550
10 -7.766860725437
11 -7.772027431001
12 -7.777635722432
13 -7.782078713936
14 -7.782088759237
15 -7.786546164056
16 -7.789998816760
17 -7.792741291218
18 -7.796219156323
19 -7.799670117562
20 -7.803108085624
21 -7.805540858445
22 -7.807485762804
23 -7.809518774691
24 -7.811032805485
25 -7.812948513753
26 -7.814735270931
27 -7.816707113983
28 -7.818866024782
29 -7.820950939754
30 -7.822327098203
31 -7.824024835183
32 -7.825435460285
33 -7.825497154483
34 -7.827220474649
35 -7.828474823363
36 -7.829486404964
37 -7.830322789415
38 -7.831276545826
39 -7.832312002821
40 -7.833098746908
41 -7.834192923834
42 -7.835000326740
43 -7.836035371048
44 -7.836816463623
45 -7.837857248197
46 -7.837866425486
47 -7.838711225327
48 -7.839816728483
49 -7.840722052622
50 -7.840742157069
