0 -7.562108413161
1 -7.616772597344
2 -7.660703343218
3 -7.671850752390
4 -7.682461421722
5 -7.693282188968
6 -7.704871480566
7 -7.716243795413
8 -7.727795772743
9 -7.734283031465
10 -7.738642963674
11 -7.743364963148
12 -7.748031396652
13 -7.752623795071
14 -7.756264696034
15 -7.758212173809
16 -7.759887460851
17 -7.761968819537
18 -7.764088344395
19 -7.765825024903
20 -7.767794295593
21 -7.769651311955
22 -7.769697634738
23 -7.771517519714
24 -7.773470310054
25 -7.774837320327
26 -7.776813656657
27 -7.778801057080
28 -7.779875728141
29 -7.781735179256
30 -7.783446239779
31 -7.784507635760
32 -7.786020970895
33 -7.786800589747
34 -7.787419933072
35 -7.788170378588
36 -7.788932771491
37 -7.788935903958
38 -7.789798947358
39 -7.789823969048
40 -7.790462729195
41 -7.791116886567
42 -7.791676234106
43 -7.792160420322
44 -7.792678369049
45 -7.793204774344
46 -7.793233627152
47 -7.793767521457
48 -7.793772717866
49 -7.793781276394
50 -7.794246577654
