0 -7.585573084871
1 -7.649306559269
2 -7.696226699866
3 -7.707798995630
4 -7.719380073989
5 -7.732110502075
6 -7.743787797286
7 -7.756366991715
8 -7.769014704037
9 -7.775948372190
10 -7.779592053467
11 -7.783903048146
12 -7.788304218927
13 -7.793210696642
14 -7.797627275156
15 -7.801442599513
16 -7.804979726701
17 -7.804983641048
18 -7.808088713751
19 -7.811416895760
20 -7.815290644756
21 -7.817841263252
22 -7.820018910043
23 -7.821720026728
24 -7.823101983925
25 -7.824630679503
26 -7.826424018279
27 -7.828332009641
28 -7.829609457123
29 -7.831055125477
30 -7.832934334041
31 -7.832948950283
32 -7.832990332769
33 -7.834258199130
34 -7.834260532953
35 -7.834269180646
36 -7.835452740839
37 -7.835464155443
38 -7.836786186492
39 -7.837902311219
40 -7.837944826577
41 -7.838839363490
42 -7.839672995079
43 -7.839731692286
44 -7.839738797388
45 -7.840482103090
46 -7.841284754791
47 -7.842006059447
48 -7.842020351046
49 -7.842022604061
50 -7.842028147333
