0  1  -9.842542
0  2  -9.886962
0  3  -9.770190
0  4  -9.866379
1  2  -9.375170
1  3  -9.252527
1  4  -9.430320
2  3  -9.403115
2  4  -9.414593
3  4  -9.117749
